ID,Start,Completion,Email,Name,First Name,Last Name,RPE,Duration,Sleep,Fatigue,Stress,Soreness,Mood,Diet,Injuries,Full Name,Sport,Year,,,
,,04/06/22,,,p,31,15,45,4,5,5,2,2,5,,p 31,Volleyball,Senior,,,
,,04/06/22,,,pp,32,20,105,6,4,2,5,3,3,,pp 32,Table Tennis,Freshman,,,
,,04/06/22,,,q,33,9,60,10,1,2,3,2,2,,q 33,Rugby,Junior,,,
,,04/06/22,,,qq,34,19,75,3,5,3,3,1,1,,qq 34,Baseball,Sophmore,,,
,,04/06/22,,,r,35,16,60,3,3,2,2,5,4,,r 35,Badminton,Junior,,,
,,04/06/22,,,rr,36,10,135,6,0,4,0,4,1,,rr 36,Cross Country,Freshman,,,
,,04/06/22,,,s,37,20,180,5,4,3,5,5,3,,s 37,Table Tennis,Junior,,,
,,04/06/22,,,ss,38,17,30,6,4,2,3,1,3,,ss 38,Cross Country,Junior,,,
,,04/06/22,,,t,39,10,165,3,4,4,3,3,3,,t 39,Swimming,Senior,,,
,,04/06/22,,,tt,40,10,60,10,0,4,5,1,4,,tt 40,Volleyball,Sophmore,,,
,,04/06/22,,,u,41,17,105,10,4,3,1,2,1,,u 41,Track & Field,Sophmore,,,
,,04/06/22,,,uu,42,9,150,9,4,0,5,1,2,,uu 42,Tennis,Senior,,,
,,04/06/22,,,v,43,17,180,6,3,1,5,5,5,,v 43,Basketball,Junior,,,
,,04/06/22,,,vv,44,9,120,8,0,1,2,2,2,,vv 44,Table Tennis,Senior,,,
,,04/06/22,,,w,45,17,105,9,2,2,5,3,5,,w 45,Softball,Senior,,,
,,04/06/22,,,ww,46,13,60,6,5,2,2,4,4,,ww 46,Softball,Sophmore,,,
,,04/06/22,,,x,47,16,60,10,3,4,4,5,1,,x 47,Tennis,Senior,,,
,,04/06/22,,,xx,48,6,165,9,3,3,3,3,2,,xx 48,Rugby,Sophmore,,,
,,04/06/22,,,y,49,14,150,9,5,5,0,4,3,,y 49,Rugby,Junior,,,
,,04/06/22,,,yy,50,10,150,5,5,2,5,3,2,,yy 50,Rugby,Sophmore,,,
,,04/07/22,,,a,1,9,45,10,1,0,5,5,3,,a 1,Baseball,Freshman,,,
,,04/07/22,,,aa,2,7.5,105,3,1,3,3,3,3,,aa 2,Table Tennis,Freshman,,,
,,04/07/22,,,b,3,18,105,10,4,0,2,1,5,,b 3,Basketball,Junior,,,
,,04/07/22,,,bb,4,9,45,6,3,0,5,5,2,,bb 4,Basketball,Freshman,,,
,,04/07/22,,,c,5,6,180,8,2,2,5,2,3,,c 5,Table Tennis,Junior,,,
,,04/07/22,,,cc,6,7.5,105,6,1,4,1,4,3,,cc 6,Volleyball,Senior,,,
,,04/07/22,,,d,7,18,90,3,1,5,0,5,3,,d 7,Softball,Sophmore,,,
,,04/07/22,,,dd,8,19,45,6,4,0,1,1,4,,dd 8,Badminton,Senior,,,
,,04/07/22,,,e,9,19,75,7,2,0,1,5,2,,e 9,Softball,Freshman,,,
,,04/07/22,,,ee,10,12,75,5,5,2,5,4,5,,ee 10,Softball,Freshman,,,
,,04/07/22,,,f,11,18,150,9,3,3,2,1,5,,f 11,Baseball,Sophmore,,,
,,04/07/22,,,ff,12,17,150,10,5,1,2,3,3,,ff 12,Track & Field,Senior,,,
,,04/07/22,,,g,13,17,45,4,2,5,2,5,1,,g 13,Baseball,Junior,,,
,,04/07/22,,,gg,14,19,180,6,5,1,0,3,3,,gg 14,Tennis,Junior,,,
,,04/07/22,,,h,15,9,30,3,4,0,0,4,3,,h 15,Basketball,Sophmore,,,
,,04/07/22,,,hh,16,15,180,6,3,5,4,5,2,,hh 16,Badminton,Freshman,,,
,,04/07/22,,,i,17,11,180,5,5,0,5,1,4,,i 17,Baseball,Sophmore,,,
,,04/07/22,,,ii,18,9,120,10,1,3,4,2,2,,ii 18,Rugby,Junior,,,
,,04/07/22,,,j,19,15,75,3,5,5,2,5,2,,j 19,Baseball,Freshman,,,
,,04/07/22,,,jj,20,8,105,9,5,0,3,2,1,,jj 20,Cross Country,Freshman,,,
,,04/07/22,,,k,21,13,165,5,5,1,3,2,2,,k 21,Baseball,Junior,,,
,,04/07/22,,,kk,22,18,60,5,0,0,1,3,2,,kk 22,Volleyball,Freshman,,,
,,04/07/22,,,l,23,15,45,4,0,0,3,4,2,,l 23,Tennis,Junior,,,
,,04/07/22,,,ll,24,16,60,3,3,2,4,2,3,,ll 24,Volleyball,Junior,,,
,,04/07/22,,,m,25,14,135,4,5,0,4,2,1,,m 25,Soccer,Freshman,,,
,,04/07/22,,,mm,26,16,30,10,5,0,4,3,5,,mm 26,Table Tennis,Freshman,,,
,,04/07/22,,,n,27,11,135,5,1,2,3,5,5,,n 27,Swimming,Junior,,,
,,04/07/22,,,nn,28,20,135,7,5,5,3,4,5,,nn 28,Cross Country,Sophmore,,,
,,04/07/22,,,o,29,9,105,4,5,1,0,3,1,,o 29,Volleyball,Freshman,,,
,,04/07/22,,,oo,30,20,45,7,2,5,3,3,2,,oo 30,Track & Field,Sophmore,,,
,,04/07/22,,,p,31,19,150,8,0,1,0,1,5,,p 31,Volleyball,Senior,,,
,,04/07/22,,,pp,32,7,60,6,3,1,2,4,3,,pp 32,Table Tennis,Freshman,,,
,,04/07/22,,,q,33,13,90,10,4,1,1,4,2,,q 33,Rugby,Junior,,,
,,04/07/22,,,qq,34,19,135,8,5,1,5,3,4,,qq 34,Baseball,Sophmore,,,
,,04/07/22,,,r,35,18,105,4,3,5,3,4,4,,r 35,Badminton,Junior,,,
,,04/07/22,,,rr,36,18,105,9,3,3,0,2,1,,rr 36,Cross Country,Freshman,,,
,,04/07/22,,,s,37,20,135,8,5,0,3,4,1,,s 37,Table Tennis,Junior,,,
,,04/07/22,,,ss,38,17,180,3,4,0,5,1,3,,ss 38,Cross Country,Junior,,,
,,04/07/22,,,t,39,19,105,8,2,0,1,3,3,,t 39,Swimming,Senior,,,
,,04/07/22,,,tt,40,16,120,3,4,0,5,4,1,,tt 40,Volleyball,Sophmore,,,
,,04/07/22,,,u,41,7,135,9,2,2,2,1,2,,u 41,Track & Field,Sophmore,,,
,,04/07/22,,,uu,42,11,60,9,3,3,1,5,1,,uu 42,Tennis,Senior,,,
,,04/07/22,,,v,43,19,75,7,3,3,2,1,3,,v 43,Basketball,Junior,,,
,,04/07/22,,,vv,44,10,165,7,0,0,4,5,2,,vv 44,Table Tennis,Senior,,,
,,04/07/22,,,w,45,12,135,4,3,3,0,5,1,,w 45,Softball,Senior,,,
,,04/07/22,,,ww,46,10,165,6,1,0,5,5,5,,ww 46,Softball,Sophmore,,,
,,04/07/22,,,x,47,16,45,7,1,4,3,2,4,,x 47,Tennis,Senior,,,
,,04/07/22,,,xx,48,15,45,5,1,3,2,2,2,,xx 48,Rugby,Sophmore,,,
,,04/07/22,,,y,49,14,75,7,4,1,4,5,2,,y 49,Rugby,Junior,,,
,,04/07/22,,,yy,50,12,120,10,4,4,1,2,1,,yy 50,Rugby,Sophmore,,,
,,04/08/22,,,a,1,15,75,3,4,0,4,4,4,,a 1,Baseball,Freshman,,,
,,04/08/22,,,aa,2,11,75,8,3,5,2,5,4,,aa 2,Table Tennis,Freshman,,,
,,04/08/22,,,b,3,9,45,3,0,2,4,5,4,,b 3,Basketball,Junior,,,
,,04/08/22,,,bb,4,16,105,4,5,5,3,5,1,,bb 4,Basketball,Freshman,,,
,,04/08/22,,,c,5,17,135,4,0,2,5,3,1,,c 5,Table Tennis,Junior,,,
,,04/08/22,,,cc,6,14,105,4,0,4,5,2,3,,cc 6,Volleyball,Senior,,,
,,04/08/22,,,d,7,10,60,10,4,1,5,4,1,,d 7,Softball,Sophmore,,,
,,04/08/22,,,dd,8,6,150,6,0,0,0,1,4,,dd 8,Badminton,Senior,,,
,,04/08/22,,,e,9,18,45,10,4,3,2,2,3,,e 9,Softball,Freshman,,,
,,04/08/22,,,ee,10,18,60,5,0,3,5,3,1,,ee 10,Softball,Freshman,,,
,,04/08/22,,,f,11,16,135,3,5,1,3,4,1,,f 11,Baseball,Sophmore,,,
,,04/08/22,,,ff,12,10,30,10,0,1,1,2,4,,ff 12,Track & Field,Senior,,,
,,04/08/22,,,g,13,20,90,4,3,1,2,1,2,,g 13,Baseball,Junior,,,
,,04/08/22,,,gg,14,12,120,10,0,4,4,5,3,,gg 14,Tennis,Junior,,,
,,04/08/22,,,h,15,6,30,8,2,4,5,2,3,,h 15,Basketball,Sophmore,,,
,,04/08/22,,,hh,16,12,150,4,4,2,1,2,2,,hh 16,Badminton,Freshman,,,
,,04/08/22,,,i,17,11,150,10,3,4,2,2,5,,i 17,Baseball,Sophmore,,,
,,04/08/22,,,ii,18,7,75,4,4,0,1,5,3,,ii 18,Rugby,Junior,,,
,,04/08/22,,,j,19,8,165,5,1,1,5,4,2,,j 19,Baseball,Freshman,,,
,,04/08/22,,,jj,20,8,150,8,4,3,3,5,1,,jj 20,Cross Country,Freshman,,,
,,04/08/22,,,k,21,19,165,3,3,4,3,2,2,,k 21,Baseball,Junior,,,
,,04/08/22,,,kk,22,14,150,10,1,1,2,4,3,,kk 22,Volleyball,Freshman,,,
,,04/08/22,,,l,23,19,60,10,2,4,3,5,1,,l 23,Tennis,Junior,,,
,,04/08/22,,,ll,24,11,150,9,5,1,3,2,4,,ll 24,Volleyball,Junior,,,
,,04/08/22,,,m,25,8,165,3,3,4,5,2,2,,m 25,Soccer,Freshman,,,
,,04/08/22,,,mm,26,17,105,9,1,2,1,2,1,,mm 26,Table Tennis,Freshman,,,
,,04/08/22,,,n,27,6,120,4,3,5,2,3,5,,n 27,Swimming,Junior,,,
,,04/08/22,,,nn,28,12,135,8,4,5,5,4,1,,nn 28,Cross Country,Sophmore,,,
,,04/08/22,,,o,29,8,30,6,5,4,4,2,2,,o 29,Volleyball,Freshman,,,
,,04/08/22,,,oo,30,14,180,6,4,0,2,5,2,,oo 30,Track & Field,Sophmore,,,
,,04/08/22,,,p,31,20,150,9,1,2,5,3,5,,p 31,Volleyball,Senior,,,
,,04/08/22,,,pp,32,15,105,9,2,0,4,4,2,,pp 32,Table Tennis,Freshman,,,
,,04/08/22,,,q,33,15,180,8,5,3,2,5,1,,q 33,Rugby,Junior,,,
,,04/08/22,,,qq,34,14,60,7,3,1,2,2,4,,qq 34,Baseball,Sophmore,,,
,,04/08/22,,,r,35,13,60,4,2,2,2,3,3,,r 35,Badminton,Junior,,,
,,04/08/22,,,rr,36,16,45,6,3,2,4,2,1,,rr 36,Cross Country,Freshman,,,
,,04/08/22,,,s,37,15,45,4,0,4,0,4,1,,s 37,Table Tennis,Junior,,,
,,04/08/22,,,ss,38,7,120,9,0,5,0,3,1,,ss 38,Cross Country,Junior,,,
,,04/08/22,,,t,39,8,45,4,1,1,1,2,5,,t 39,Swimming,Senior,,,
,,04/08/22,,,tt,40,16,165,7,0,0,5,3,5,,tt 40,Volleyball,Sophmore,,,
,,04/08/22,,,u,41,13,45,8,2,3,3,4,4,,u 41,Track & Field,Sophmore,,,
,,04/08/22,,,uu,42,12,60,8,1,0,1,3,4,,uu 42,Tennis,Senior,,,
,,04/08/22,,,v,43,13,30,8,1,0,5,4,5,,v 43,Basketball,Junior,,,
,,04/08/22,,,vv,44,12,30,4,4,1,0,3,5,,vv 44,Table Tennis,Senior,,,
,,04/08/22,,,w,45,8,45,10,0,4,0,4,4,,w 45,Softball,Senior,,,
,,04/08/22,,,ww,46,9,60,4,5,1,5,3,1,,ww 46,Softball,Sophmore,,,
,,04/08/22,,,x,47,17,120,6,1,3,0,1,1,,x 47,Tennis,Senior,,,
,,04/08/22,,,xx,48,12,180,7,0,5,5,2,5,,xx 48,Rugby,Sophmore,,,
,,04/08/22,,,y,49,6,90,6,2,5,0,2,3,,y 49,Rugby,Junior,,,
,,04/08/22,,,yy,50,11,105,5,1,1,2,3,4,,yy 50,Rugby,Sophmore,,,
,,04/09/22,,,a,1,20,135,5,1,3,3,1,5,,a 1,Baseball,Freshman,,,
,,04/09/22,,,aa,2,16,60,5,1,0,3,2,3,,aa 2,Table Tennis,Freshman,,,
,,04/09/22,,,b,3,18,180,9,2,3,2,1,5,,b 3,Basketball,Junior,,,
,,04/09/22,,,bb,4,18,60,3,3,1,1,1,5,,bb 4,Basketball,Freshman,,,
,,04/09/22,,,c,5,18,105,6,1,2,2,2,5,,c 5,Table Tennis,Junior,,,
,,04/09/22,,,cc,6,9,180,8,0,0,2,1,1,,cc 6,Volleyball,Senior,,,
,,04/09/22,,,d,7,9,45,10,1,1,1,3,5,,d 7,Softball,Sophmore,,,
,,04/09/22,,,dd,8,12,45,10,2,0,5,3,3,,dd 8,Badminton,Senior,,,
,,04/09/22,,,e,9,8,180,9,1,5,0,1,1,,e 9,Softball,Freshman,,,
,,04/09/22,,,ee,10,7,45,7,5,4,4,1,2,,ee 10,Softball,Freshman,,,
,,04/09/22,,,f,11,8,90,4,3,4,1,1,3,,f 11,Baseball,Sophmore,,,
,,04/09/22,,,ff,12,17,135,7,4,3,0,2,4,,ff 12,Track & Field,Senior,,,
,,04/09/22,,,g,13,14,150,8,4,0,2,5,4,,g 13,Baseball,Junior,,,
,,04/09/22,,,gg,14,7.5,165,5,1,1,2,3,2,,gg 14,Tennis,Junior,,,
,,04/09/22,,,h,15,18,90,7,4,0,1,5,2,,h 15,Basketball,Sophmore,,,
,,04/09/22,,,hh,16,20,75,4,3,3,1,3,3,,hh 16,Badminton,Freshman,,,
,,04/09/22,,,i,17,16,150,6,3,3,2,5,2,,i 17,Baseball,Sophmore,,,
,,04/09/22,,,ii,18,11,45,8,4,2,0,1,2,,ii 18,Rugby,Junior,,,
,,04/09/22,,,j,19,8,30,4,1,3,5,5,4,,j 19,Baseball,Freshman,,,
,,04/09/22,,,jj,20,14,150,10,0,5,3,1,1,,jj 20,Cross Country,Freshman,,,
,,04/09/22,,,k,21,11,165,6,1,4,3,5,4,,k 21,Baseball,Junior,,,
,,04/09/22,,,kk,22,7.5,165,10,2,2,0,1,1,,kk 22,Volleyball,Freshman,,,
,,04/09/22,,,l,23,9,135,7,2,4,0,2,2,,l 23,Tennis,Junior,,,
,,04/09/22,,,ll,24,7,105,4,4,2,2,2,1,,ll 24,Volleyball,Junior,,,
,,04/09/22,,,m,25,18,60,9,4,1,5,1,4,,m 25,Soccer,Freshman,,,
,,04/09/22,,,mm,26,16,105,3,1,4,0,4,3,,mm 26,Table Tennis,Freshman,,,
,,04/09/22,,,n,27,6,120,8,4,0,5,1,2,,n 27,Swimming,Junior,,,
,,04/09/22,,,nn,28,6,45,10,4,0,5,4,1,,nn 28,Cross Country,Sophmore,,,
,,04/09/22,,,o,29,6,30,7,5,0,4,2,5,,o 29,Volleyball,Freshman,,,
,,04/09/22,,,oo,30,10,120,9,1,0,0,3,2,,oo 30,Track & Field,Sophmore,,,
,,04/09/22,,,p,31,18,90,6,2,0,3,3,3,,p 31,Volleyball,Senior,,,
,,04/09/22,,,pp,32,7.5,30,7,5,1,3,2,3,,pp 32,Table Tennis,Freshman,,,
,,04/09/22,,,q,33,9,165,7,2,1,4,2,2,,q 33,Rugby,Junior,,,
,,04/09/22,,,qq,34,7.5,30,8,3,1,2,4,4,,qq 34,Baseball,Sophmore,,,
,,04/09/22,,,r,35,9,180,3,2,2,4,5,2,,r 35,Badminton,Junior,,,
,,04/09/22,,,rr,36,19,60,6,2,5,3,3,1,,rr 36,Cross Country,Freshman,,,
,,04/09/22,,,s,37,12,135,10,5,5,2,4,2,,s 37,Table Tennis,Junior,,,
,,04/09/22,,,ss,38,10,165,9,2,5,5,5,3,,ss 38,Cross Country,Junior,,,
,,04/09/22,,,t,39,13,30,6,1,3,4,5,3,,t 39,Swimming,Senior,,,
,,04/09/22,,,tt,40,15,165,9,3,4,2,3,1,,tt 40,Volleyball,Sophmore,,,
,,04/09/22,,,u,41,12,45,6,2,5,3,2,1,,u 41,Track & Field,Sophmore,,,
,,04/09/22,,,uu,42,18,120,6,4,1,0,3,4,,uu 42,Tennis,Senior,,,
,,04/09/22,,,v,43,8,75,6,5,4,3,5,4,,v 43,Basketball,Junior,,,
,,04/09/22,,,vv,44,13,105,6,0,1,2,2,1,,vv 44,Table Tennis,Senior,,,
,,04/09/22,,,w,45,9,105,5,0,0,5,4,3,,w 45,Softball,Senior,,,
,,04/09/22,,,ww,46,20,75,6,4,4,3,4,5,,ww 46,Softball,Sophmore,,,
,,04/09/22,,,x,47,17,60,6,3,3,0,5,4,,x 47,Tennis,Senior,,,
,,04/09/22,,,xx,48,9,120,7,1,3,2,3,1,,xx 48,Rugby,Sophmore,,,
,,04/09/22,,,y,49,7.5,120,3,3,3,0,3,2,,y 49,Rugby,Junior,,,
,,04/09/22,,,yy,50,13,165,8,3,5,1,4,5,,yy 50,Rugby,Sophmore,,,
,,04/10/22,,,a,1,15,180,4,0,0,2,1,4,,a 1,Baseball,Freshman,,,
,,04/10/22,,,aa,2,18,150,6,0,0,2,3,2,,aa 2,Table Tennis,Freshman,,,
,,04/10/22,,,b,3,19,105,3,0,2,3,1,3,,b 3,Basketball,Junior,,,
,,04/10/22,,,bb,4,10,135,10,5,1,5,3,4,,bb 4,Basketball,Freshman,,,
,,04/10/22,,,c,5,20,150,8,1,4,3,1,3,,c 5,Table Tennis,Junior,,,
,,04/10/22,,,cc,6,9,45,6,5,3,4,5,1,,cc 6,Volleyball,Senior,,,
,,04/10/22,,,d,7,12,180,7,5,3,0,3,4,,d 7,Softball,Sophmore,,,
,,04/10/22,,,dd,8,16,45,8,1,5,3,2,4,,dd 8,Badminton,Senior,,,
,,04/10/22,,,e,9,11,180,8,1,2,1,3,3,,e 9,Softball,Freshman,,,
,,04/10/22,,,ee,10,14,180,10,1,2,2,5,3,,ee 10,Softball,Freshman,,,
,,04/10/22,,,f,11,14,30,5,5,1,1,3,3,,f 11,Baseball,Sophmore,,,
,,04/10/22,,,ff,12,8,90,3,3,5,4,5,1,,ff 12,Track & Field,Senior,,,
,,04/10/22,,,g,13,10,45,3,2,1,4,2,1,,g 13,Baseball,Junior,,,
,,04/10/22,,,gg,14,8,120,5,4,1,3,1,1,,gg 14,Tennis,Junior,,,
,,04/10/22,,,h,15,7,45,10,5,1,5,2,1,,h 15,Basketball,Sophmore,,,
,,04/10/22,,,hh,16,6,75,8,5,2,2,1,2,,hh 16,Badminton,Freshman,,,
,,04/10/22,,,i,17,6,60,8,2,5,4,5,2,,i 17,Baseball,Sophmore,,,
,,04/10/22,,,ii,18,17,150,8,3,0,0,5,3,,ii 18,Rugby,Junior,,,
,,04/10/22,,,j,19,17,105,4,3,4,1,2,2,,j 19,Baseball,Freshman,,,
,,04/10/22,,,jj,20,20,135,6,3,2,2,3,4,,jj 20,Cross Country,Freshman,,,
,,04/10/22,,,k,21,7.5,75,9,5,1,2,1,4,,k 21,Baseball,Junior,,,
,,04/10/22,,,kk,22,10,30,9,4,5,2,4,3,,kk 22,Volleyball,Freshman,,,
,,04/10/22,,,l,23,7,120,8,3,4,1,1,3,,l 23,Tennis,Junior,,,
,,04/10/22,,,ll,24,19,120,7,1,4,3,3,2,,ll 24,Volleyball,Junior,,,
,,04/10/22,,,m,25,8,60,8,2,0,5,4,5,,m 25,Soccer,Freshman,,,
,,04/10/22,,,mm,26,18,45,4,0,3,1,5,2,,mm 26,Table Tennis,Freshman,,,
,,04/10/22,,,n,27,6,75,10,4,4,5,5,4,,n 27,Swimming,Junior,,,
,,04/10/22,,,nn,28,7,75,4,4,5,3,4,4,,nn 28,Cross Country,Sophmore,,,
,,04/10/22,,,o,29,10,60,8,3,0,2,3,3,,o 29,Volleyball,Freshman,,,
,,04/10/22,,,oo,30,9,45,7,3,4,4,2,2,,oo 30,Track & Field,Sophmore,,,
,,04/10/22,,,p,31,8,135,6,2,5,1,4,1,,p 31,Volleyball,Senior,,,
,,04/10/22,,,pp,32,11,135,3,5,0,2,5,4,,pp 32,Table Tennis,Freshman,,,
,,04/10/22,,,q,33,18,60,8,0,0,4,2,1,,q 33,Rugby,Junior,,,
,,04/10/22,,,qq,34,17,30,6,4,3,3,2,1,,qq 34,Baseball,Sophmore,,,
,,04/10/22,,,r,35,8,90,9,0,5,3,3,4,,r 35,Badminton,Junior,,,
,,04/10/22,,,rr,36,8,135,10,0,5,4,2,3,,rr 36,Cross Country,Freshman,,,
,,04/10/22,,,s,37,6,150,9,5,1,2,1,2,,s 37,Table Tennis,Junior,,,
,,04/10/22,,,ss,38,6,105,9,0,3,5,3,5,,ss 38,Cross Country,Junior,,,
,,04/10/22,,,t,39,20,120,6,1,3,1,1,5,,t 39,Swimming,Senior,,,
,,04/10/22,,,tt,40,12,180,8,5,1,3,5,2,,tt 40,Volleyball,Sophmore,,,
,,04/10/22,,,u,41,14,75,4,4,3,5,4,1,,u 41,Track & Field,Sophmore,,,
,,04/10/22,,,uu,42,13,45,4,4,1,5,4,4,,uu 42,Tennis,Senior,,,
,,04/10/22,,,v,43,7,180,8,3,5,0,3,2,,v 43,Basketball,Junior,,,
,,04/10/22,,,vv,44,15,135,7,3,2,3,3,2,,vv 44,Table Tennis,Senior,,,
,,04/10/22,,,w,45,8,90,5,2,1,0,3,3,,w 45,Softball,Senior,,,
,,04/10/22,,,ww,46,9,150,7,0,0,0,5,1,,ww 46,Softball,Sophmore,,,
,,04/10/22,,,x,47,18,75,6,5,2,2,2,2,,x 47,Tennis,Senior,,,
,,04/10/22,,,xx,48,8,30,10,5,3,2,1,3,,xx 48,Rugby,Sophmore,,,
,,04/10/22,,,y,49,19,60,6,3,2,1,5,2,,y 49,Rugby,Junior,,,
,,04/10/22,,,yy,50,18,120,5,0,2,0,2,1,,yy 50,Rugby,Sophmore,,,
,,04/11/22,,,a,1,7.5,135,9,3,4,1,3,5,,a 1,Baseball,Freshman,,,
,,04/11/22,,,aa,2,7,150,7,0,2,0,2,5,,aa 2,Table Tennis,Freshman,,,
,,04/11/22,,,b,3,16,30,8,5,4,4,1,2,,b 3,Basketball,Junior,,,
,,04/11/22,,,bb,4,8,120,10,5,3,5,1,4,,bb 4,Basketball,Freshman,,,
,,04/11/22,,,c,5,13,60,7,2,5,0,4,2,,c 5,Table Tennis,Junior,,,
,,04/11/22,,,cc,6,7,30,4,0,2,4,1,5,,cc 6,Volleyball,Senior,,,
,,04/11/22,,,d,7,20,180,5,5,1,0,5,4,,d 7,Softball,Sophmore,,,
,,04/11/22,,,dd,8,12,60,5,3,3,5,4,2,,dd 8,Badminton,Senior,,,
,,04/11/22,,,e,9,14,90,5,0,0,4,3,5,,e 9,Softball,Freshman,,,
,,04/11/22,,,ee,10,20,180,7,5,4,2,3,2,,ee 10,Softball,Freshman,,,
,,04/11/22,,,f,11,14,45,7,4,3,2,3,1,,f 11,Baseball,Sophmore,,,
,,04/11/22,,,ff,12,10,60,5,2,1,1,1,1,,ff 12,Track & Field,Senior,,,
,,04/11/22,,,g,13,19,60,6,2,1,3,2,5,,g 13,Baseball,Junior,,,
,,04/11/22,,,gg,14,15,75,7,5,4,5,5,1,,gg 14,Tennis,Junior,,,
,,04/11/22,,,h,15,6,165,10,1,2,3,1,2,,h 15,Basketball,Sophmore,,,
,,04/11/22,,,hh,16,12,60,3,0,0,1,1,5,,hh 16,Badminton,Freshman,,,
,,04/11/22,,,i,17,10,135,8,2,2,2,1,3,,i 17,Baseball,Sophmore,,,
,,04/11/22,,,ii,18,16,90,5,1,3,3,1,1,,ii 18,Rugby,Junior,,,
,,04/11/22,,,j,19,14,105,8,0,1,4,1,1,,j 19,Baseball,Freshman,,,
,,04/11/22,,,jj,20,16,90,4,2,3,1,2,1,,jj 20,Cross Country,Freshman,,,
,,04/11/22,,,k,21,15,120,7,5,5,2,1,3,,k 21,Baseball,Junior,,,
,,04/11/22,,,kk,22,14,180,3,3,4,5,4,5,,kk 22,Volleyball,Freshman,,,
,,04/11/22,,,l,23,7,30,5,1,5,0,3,5,,l 23,Tennis,Junior,,,
,,04/11/22,,,ll,24,14,120,8,2,1,5,3,1,,ll 24,Volleyball,Junior,,,
,,04/11/22,,,m,25,15,135,6,0,2,5,3,2,,m 25,Soccer,Freshman,,,
,,04/11/22,,,mm,26,13,105,10,4,2,0,3,4,,mm 26,Table Tennis,Freshman,,,
,,04/11/22,,,n,27,15,30,5,0,2,0,3,5,,n 27,Swimming,Junior,,,
,,04/11/22,,,nn,28,20,105,8,1,3,2,5,2,,nn 28,Cross Country,Sophmore,,,
,,04/11/22,,,o,29,9,150,10,0,2,2,3,2,,o 29,Volleyball,Freshman,,,
,,04/11/22,,,oo,30,11,90,8,4,5,0,3,5,,oo 30,Track & Field,Sophmore,,,
,,04/11/22,,,p,31,8,150,7,1,5,0,1,5,,p 31,Volleyball,Senior,,,
,,04/11/22,,,pp,32,9,105,6,3,2,3,1,5,,pp 32,Table Tennis,Freshman,,,
,,04/11/22,,,q,33,6,120,6,5,4,4,1,3,,q 33,Rugby,Junior,,,
,,04/11/22,,,qq,34,17,120,9,4,0,4,4,3,,qq 34,Baseball,Sophmore,,,
,,04/11/22,,,r,35,14,120,4,4,5,0,5,5,,r 35,Badminton,Junior,,,
,,04/11/22,,,rr,36,20,90,6,4,2,2,2,3,,rr 36,Cross Country,Freshman,,,
,,04/11/22,,,s,37,11,45,4,1,5,0,2,4,,s 37,Table Tennis,Junior,,,
,,04/11/22,,,ss,38,17,135,4,5,3,3,2,2,,ss 38,Cross Country,Junior,,,
,,04/11/22,,,t,39,7.5,180,5,3,2,0,1,1,,t 39,Swimming,Senior,,,
,,04/11/22,,,tt,40,20,45,5,4,0,2,3,4,,tt 40,Volleyball,Sophmore,,,
,,04/11/22,,,u,41,7,45,8,5,5,4,5,5,,u 41,Track & Field,Sophmore,,,
,,04/11/22,,,uu,42,7,45,8,5,3,3,1,2,,uu 42,Tennis,Senior,,,
,,04/11/22,,,v,43,13,150,9,0,5,5,4,4,,v 43,Basketball,Junior,,,
,,04/11/22,,,vv,44,8,45,9,4,3,1,5,3,,vv 44,Table Tennis,Senior,,,
,,04/11/22,,,w,45,10,90,3,5,4,1,2,4,,w 45,Softball,Senior,,,
,,04/11/22,,,ww,46,13,60,8,1,0,3,2,2,,ww 46,Softball,Sophmore,,,
,,04/11/22,,,x,47,17,45,10,3,2,4,3,3,,x 47,Tennis,Senior,,,
,,04/11/22,,,xx,48,9,45,3,1,5,3,3,4,,xx 48,Rugby,Sophmore,,,
,,04/11/22,,,y,49,19,30,8,2,0,1,2,1,,y 49,Rugby,Junior,,,
,,04/11/22,,,yy,50,9,90,5,0,1,0,3,2,,yy 50,Rugby,Sophmore,,,
,,04/12/22,,,a,1,20,60,10,1,0,4,4,1,,a 1,Baseball,Freshman,,,
,,04/12/22,,,aa,2,9,30,8,1,3,3,1,5,,aa 2,Table Tennis,Freshman,,,
,,04/12/22,,,b,3,10,120,5,1,0,0,3,4,,b 3,Basketball,Junior,,,
,,04/12/22,,,bb,4,7,30,7,5,4,4,1,5,,bb 4,Basketball,Freshman,,,
,,04/12/22,,,c,5,9,135,7,2,1,4,3,3,,c 5,Table Tennis,Junior,,,
,,04/12/22,,,cc,6,13,165,8,2,1,2,3,3,,cc 6,Volleyball,Senior,,,
,,04/12/22,,,d,7,7,45,6,2,4,4,4,5,,d 7,Softball,Sophmore,,,
,,04/12/22,,,dd,8,6,150,5,3,1,4,3,2,,dd 8,Badminton,Senior,,,
,,04/12/22,,,e,9,20,165,4,5,2,0,5,2,,e 9,Softball,Freshman,,,
,,04/12/22,,,ee,10,13,165,5,4,4,0,5,3,,ee 10,Softball,Freshman,,,
,,04/12/22,,,f,11,10,105,7,1,2,0,1,4,,f 11,Baseball,Sophmore,,,
,,04/12/22,,,ff,12,10,30,5,5,0,3,4,5,,ff 12,Track & Field,Senior,,,
